10-MAY-06
"Adverse Events Category","AE/Supra-ordinate Term","Select AE","MedDRA LLT (v90)/ CTEP Term","MedDRA Code(v90)/ CTEP Code"
"RENAL/GENITOURINARY","Obstruction, GU","Vas deferens","Vas deferens obstruction","10065819"
"RENAL/GENITOURINARY","Perforation, GU","Bladder","Bladder perforation","10063575"
"RENAL/GENITOURINARY","Perforation, GU","Fallopian tube","Fallopian tube perforation","10065790"
"RENAL/GENITOURINARY","Perforation, GU","Kidney","Kidney perforation","10065792"
"RENAL/GENITOURINARY","Perforation, GU","Ovary","Ovarian rupture","10033279"
"RENAL/GENITOURINARY","Perforation, GU","Prostate","Prostatic perforation","10065804"
"RENAL/GENITOURINARY","Perforation, GU","Spermatic cord","Spermatic cord perforation","10065806"
"RENAL/GENITOURINARY","Perforation, GU","Stoma","Urostomy perforation","10065884"
"RENAL/GENITOURINARY","Perforation, GU","Testes","Testicular perforation","10065808"
"RENAL/GENITOURINARY","Perforation, GU","Ureter","Ureteric perforation","10065809"
"RENAL/GENITOURINARY","Perforation, GU","Urethra","Urethral perforation","10065810"
"RENAL/GENITOURINARY","Perforation, GU","Uterus","Uterine perforation","10046810"
"RENAL/GENITOURINARY","Perforation, GU","Vagina","Vaginal perforation","10065818"
"RENAL/GENITOURINARY","Perforation, GU","Vas deferens","Vas deferens perforation","10065820"
"RENAL/GENITOURINARY","Prolapse of stoma, GU",,"Prolapse of urostomy","10065822"
"RENAL/GENITOURINARY","Renal failure",,"Renal failure","10038435"
"RENAL/GENITOURINARY","Renal/Genitourinary - Other (Specify, __)",,"Urogenital disorder","10046694"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Bladder","Bladder stenosis","10005082"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Fallopian tube","Fallopian tube stenosis","10065791"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Prostate","Prostatic disorder","10036956"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Spermatic cord","Spermatic cord stenosis","10065807"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Stoma","Urostomy stenosis","10065885"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Testes","Testicular stricture/stenosis","90030662"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Ureter","Ureteric stenosis","10046411"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Urethra","Urethral stricture","10046466"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Uterus","Uterine stenosis","10065812"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vagina","Vaginal stricture","10053496"
"RENAL/GENITOURINARY","Stricture/stenosis (including anastomotic), GU","Vas deferens","Vas deferens stenosis","10065821"
"RENAL/GENITOURINARY","Urinary electrolyte wasting (e.g., Fanconi's syndrome, renal tubular acidosis)",,"Renal tubular disorder","10038537"
"RENAL/GENITOURINARY","Urinary frequency/urgency",,"Urinary frequency","10046539"
"RENAL/GENITOURINARY","Urinary retention (including neurogenic bladder)",,"Urinary retention","10046555"
"RENAL/GENITOURINARY","Urine color change",,"Urine discoloration","10046628"
"SECONDARY MALIGNANCY","Secondary Malignancy - possibly related to cancer treatment (Specify, __)",,"Treatment related secondary malignancy","10049737"
"SEXUAL/REPRODUCTIVE FUNCTION","Breast function/lactation",,"Lactation disorder","10061261"
"SEXUAL/REPRODUCTIVE FUNCTION","Breast nipple/areolar deformity",,"Nipple deformity","10065823"
"SEXUAL/REPRODUCTIVE FUNCTION","Breast volume/hypoplasia",,"Breast hypoplasia","10049070"
"SEXUAL/REPRODUCTIVE FUNCTION","Ejaculatory dysfunction",,"Ejaculation disorder","10014326"
"SEXUAL/REPRODUCTIVE FUNCTION","Erectile dysfunction",,"Erectile dysfunction","10061461"
"SEXUAL/REPRODUCTIVE FUNCTION","Gynecomastia",,"Gynecomastia","10018801"
"SEXUAL/REPRODUCTIVE FUNCTION","Infertility/sterility",,"Infertility","10021926"
"SEXUAL/REPRODUCTIVE FUNCTION","Irregular menses (change from baseline)",,"Irregular menstruation","10022992"
"SEXUAL/REPRODUCTIVE FUNCTION","Libido",,"Libido decreased","10024419"
"SEXUAL/REPRODUCTIVE FUNCTION","Orgasmic dysfunction",,"Orgasm abnormal","10031085"
"SEXUAL/REPRODUCTIVE FUNCTION","Sexual/Reproductive Function - Other (Specify, __)",,"Reproductive tract disorder","10061483"
"SEXUAL/REPRODUCTIVE FUNCTION","Vaginal discharge (non-infectious)",,"Vaginal discharge","10046901"
"SEXUAL/REPRODUCTIVE FUNCTION","Vaginal dryness",,"Vaginal dryness","10046904"
"SEXUAL/REPRODUCTIVE FUNCTION","Vaginal mucositis",,"Vaginal mucositis","10064282"
"SEXUAL/REPRODUCTIVE FUNCTION","Vaginal stenosis/length",,"Vaginal atresia","10046879"
"SEXUAL/REPRODUCTIVE FUNCTION","Vaginitis (not due to infection)",,"Vaginal inflammation","10046916"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative Injury - Other (Specify, __)",,"Intraoperative complications","10052620"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Abdomen NOS","Intraoperative gastrointestinal injury","10065825"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Adrenal gland","Intraoperative endocrine injury","10065834"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Anal sphincter","Intraoperative gastrointestinal injury - Anal sphincter","90030678"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Anus","Intraoperative gastrointestinal injury - Anus","90030680"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Appendix","Intraoperative gastrointestinal injury - Appendix","90030682"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery NOS","Intraoperative arterial injury","10065826"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-aorta","Intraoperative arterial injury - Artery-aorta","90030686"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-carotid","Intraoperative arterial injury - Artery-carotid","90030688"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-cerebral","Intraoperative arterial injury - Artery-cerebral","90030690"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-extremity (lower)","Intraoperative arterial injury - Artery-extremity (lower)","90030692"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-extremity (upper)","Intraoperative arterial injury - Artery-extremity (upper)","90030694"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-hepatic","Intraoperative arterial injury - Artery-hepatic","90030696"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-major visceral artery","Intraoperative arterial injury - Artery-major visceral artery","90030698"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Artery-pulmonary","Intraoperative arterial injury - Artery-pulmonary","90030700"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Biliary tree NOS","Intraoperative hepatobiliary injury","10065827"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Biliary tree-common bile duct","Intraoperative hepatobiliary injury - Biliary tree-common bile duct","90030704"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Biliary tree-common hepatic duct","Intraoperative hepatobiliary injury - Biliary tree-common hepatic duct","90030706"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Biliary tree-left hepatic duct","Intraoperative hepatobiliary injury - Biliary tree-left hepatic duct","90030708"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Biliary tree-right hepatic duct","Intraoperative hepatobiliary injury - Biliary tree-right hepatic duct","90030710"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Bladder","Intraoperative urinary injury - Bladder","90030712"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Bone","Intraoperative musculoskeletal injury","10065829"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Brain","Intraoperative neurological injury","10065830"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Breast","Intraoperative breast injury","10065831"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Bronchus","Intraoperative respiratory injury","90030720"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Cartilage","Intraoperative musculoskeletal injury - Cartilage","90030722"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Cecum","Intraoperative gastrointestinal injury - Cecum","90030724"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Cervix","Intraoperative reproductive tract injury - Cervix","90030726"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Colon","Intraoperative gastrointestinal injury - Colon","90030728"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Conjunctiva","Intraoperative ocular injury - Conjunctiva","90030730"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Cornea","Intraoperative ocular injury - Cornea","90030732"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Duodenum","Intraoperative gastrointestinal injury - Duodenum","90030734"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Esophagus","Intraoperative gastrointestinal injury - Esophagus","90030736"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Extremity-lower","Intraoperative musculoskeletal injury - Extremity-lower","90030738"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Extremity-upper","Intraoperative musculoskeletal injury - Extremity-upper","90030740"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Eye NOS","Intraoperative ocular injury","10065841"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Face NOS","Intraoperative head and neck injury","10065842"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Fallopian tube","Intraoperative reproductive tract injury - Fallopian tube","90030746"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Gallbladder","Intraoperative hepatobiliary injury - Gallbladder","90030748"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Gingiva","Intraoperative gastrointestinal injury - Gingiva","90030750"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Heart","Intraoperative cardiac injury","10065843"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Ileum","Intraoperative gastrointestinal injury - Ileum","90030754"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Inner ear","Intraoperative ear injury","10065844"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Jejunum","Intraoperative gastrointestinal injury - Jejunum","90030758"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Joint","Intraoperative musculoskeletal injury - Joint","90030760"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Kidney","Intraoperative renal injury","10065845"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Larynx","Intraoperative respiratory injury - Larynx","90030764"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Lens","Intraoperative ocular injury - Lens","90030766"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Ligament","Intraoperative musculoskeletal injury","90030768"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Lip/perioral area","Intraoperative gastrointestinal injury - Lip/perioral area","90030770"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Liver","Intraoperative hepatobiliary injury - Liver","90030772"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Lung","Intraoperative respiratory injury - Lung","90030774"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Mediastinum","Intraoperative respiratory injury - Mediastinum","90030776"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Meninges","Intraoperative neurological injury - Meninges","90030778"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Middle ear","Intraoperative ear injury - Middle ear","90030780"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Muscle","Intraoperative musculoskeletal injury - Muscle","90030782"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Brachial plexus","Intraoperative neurological injury - NERVES: Brachial plexus","90030784"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN I (olfactory)","Intraoperative neurological injury - NERVES: CN I (olfactory)","90030786"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN II (optic)","Intraoperative neurological injury - NERVES: CN II (optic)","90030788"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN III (oculomotor)","Intraoperative neurological injury - NERVES: CN III (oculomotor)","90030790"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN IV (trochlear)","Intraoperative neurological injury - NERVES: CN IV (trochlear)","90030792"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN IX (glossopharyngeal) motor pharynx","Intraoperative neurological injury - NERVES: CN IX (glossopharyngeal) motor pharynx","90030794"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN IX (glossopharyngeal) sensory ear-pharynx-tongue","Intraoperative neurological injury - NERVES: CN IX (glossopharyngeal) sensory ear-pharynx-tongue","90030796"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN V (trigeminal) motor","Intraoperative neurological injury - NERVES: CN V (trigeminal) motor","90030798"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN V (trigeminal) sensory","Intraoperative neurological injury - NERVES: CN V (trigeminal) sensory","90030800"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN VI (abducens)","Intraoperative neurological injury - NERVES: CN VI (abducens)","90030802"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN VII (facial) motor-face","Intraoperative neurological injury - NERVES: CN VII (facial) motor-face","90030804"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN VII (facial) sensory-taste","Intraoperative neurological injury - NERVES: CN VII (facial) sensory-taste","90030806"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN VIII (vestibulocochlear)","Intraoperative neurological injury - NERVES: CN VIII (vestibulocochlear)","90030808"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN X (vagus)","Intraoperative neurological injury - NERVES: CN X (vagus)","90030810"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN XI (spinal accessory)","Intraoperative neurological injury - NERVES: CN XI (spinal accessory)","90030812"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: CN XII (hypoglossal)","Intraoperative neurological injury - NERVES: CN XII (hypoglossal)","90030814"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Cranial nerve or branch NOS","Intraoperative neurological injury - NERVES: Cranial nerve or branch NOS","90030816"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Lingual","Intraoperative neurological injury - NERVES: Lingual","90030818"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Lung thoracic","Intraoperative neurological injury - NERVES: Lung thoracic","90030820"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Peripheral motor NOS","Intraoperative neurological injury - NERVES: Peripheral motor NOS","90030822"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Peripheral sensory NOS","Intraoperative neurological injury - NERVES: Peripheral sensory NOS","90030824"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Recurrent laryngeal","Intraoperative neurological injury - NERVES: Recurrent laryngeal","90030826"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Sacral plexus","Intraoperative neurological injury - NERVES: Sacral plexus","90030828"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Sciatic","Intraoperative neurological injury - NERVES: Sciatic","90030830"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","NERVES: Thoracodorsal","Intraoperative neurological injury - NERVES: Thoracodorsal","90030832"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Nails","Intraoperative skin injury - Nails","90030834"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Nasal cavity","Intraoperative respiratory injury - Nasal cavity","90030836"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Nasopharynx","Intraoperative respiratory injury - Nasopharynx","90030838"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Neck NOS","Intraoperative head and neck injury - Neck NOS","90030840"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Nose","Intraoperative respiratory injury - Nose","90030842"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Oral","Intraoperative gastrointestinal injury - Oral","90030844"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Oral cavity NOS","Intraoperative gastrointestinal injury - Oral cavity NOS","90030846"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Outer ear NOS","Intraoperative ear injury - Outer ear NOS","90030848"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Outer ear-Pinna","Intraoperative ear injury - Outer ear-Pinna","90030850"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Ovary","Intraoperative reproductive tract injury - Ovary","90030852"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Pancreas","Intraoperative gastrointestinal injury -Pancreas","90030854"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Pancreatic duct","Intraoperative gastrointestinal injury - Pancreatic duct","90030856"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Parathyroid","Intraoperative endocrine injury - Parathyroid","90030858"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Parotid gland","Intraoperative gastrointestinal injury - Parotid gland","90030860"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Pelvis NOS","Intraoperative reproductive tract injury","10065840"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Penis","Intraoperative reproductive tract injury - Penis","90030864"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Peritoneal cavity","Intraoperative gastrointestinal injury - Peritoneal cavity","90030866"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Pharynx","Intraoperative respiratory injury - Pharynx","90030868"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Pituitary","Intraoperative endocrine injury - Pituitary","90030870"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Pleura","Intraoperative respiratory injury - Pleura","90030872"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Prostate","Intraoperative reproductive tract injury - Prostate","90030874"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Rectum","Intraoperative gastrointestinal injury - Rectum","90030876"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Retina","Intraoperative ocular injury - Retina","90030878"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Salivary duct","Intraoperative gastrointestinal injury - Salivary duct","90030880"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Salivary gland","Intraoperative gastrointestinal injury - Salivary gland","90030882"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Scrotum","Intraoperative reproductive tract injury - Scrotum","90030884"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Sinus","Intraoperative respiratory injury - Sinus","90030886"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Skin","Intraoperative skin injury","10065846"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Small bowel NOS","Intraoperative gastrointestinal injury - Small bowel NOS","90030890"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Soft tissue NOS","Intraoperative musculoskeletal injury - Soft tissue NOS","90030892"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Spinal cord","Intraoperative neurological injury - Spinal cord","90030894"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Spleen","Intraoperative splenic injury","10065847"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Stoma (GI)","Intraoperative gastrointestinal injury - Stoma (GI)","90030898"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Stomach","Intraoperative gastrointestinal injury - Stomach","90030900"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Teeth","Intraoperative gastrointestinal injury - Teeth","90030902"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Tendon","Intraoperative musculoskeletal injury - Tendon","90030904"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Testis","Intraoperative reproductive tract injury - Testis","90030906"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Thoracic duct","Intraoperative respiratory injury - Thoracic duct","90030908"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Thyroid","Intraoperative endocrine injury - Thyroid","90030910"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Tongue","Intraoperative gastrointestinal injury - Tongue","90030912"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Trachea","Intraoperative respiratory injury - Trachea","90030914"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Upper aerodigestive NOS","Intraoperative respiratory injury - Upper aerodigestive NOS","90030916"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Upper airway NOS","Intraoperative respiratory injury","10065832"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Ureter","Intraoperative urinary injury - Ureter","90030920"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Urethra","Intraoperative urinary injury - Urethra","90030922"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Urinary conduit","Intraoperative urinary injury - Urinary conduit","90030924"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Urinary tract NOS","Intraoperative urinary injury","10065828"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Uterus","Intraoperative reproductive tract injury - Uterus","90030928"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vagina","Intraoperative reproductive tract injury - Vagina","90030930"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein NOS","Intraoperative venous injury","10065848"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-extremity (lower)","Intraoperative venous injury - Vein-extremity (lower)","90030932"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-extremity (upper)","Intraoperative venous injury - Vein-extremity (upper)","90030934"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-hepatic","Intraoperative venous injury - Vein-hepatic","90030936"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-inferior vena cava","Intraoperative venous injury - Vein-inferior vena cava","90030938"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-jugular","Intraoperative venous injury - Vein-jugular","90030940"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-major visceral vein","Intraoperative venous injury - Vein-major visceral vein","90030942"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-portal vein","Intraoperative venous injury - Vein-portal vein","90030944"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-pulmonary","Intraoperative venous injury - Vein-pulmonary","90030946"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vein-superior vena cava","Intraoperative venous injury - Vein-superior vena cava","90030948"
"SURGERY/INTRA-OPERATIVE INJURY","Intra-operative injury","Vulva","Intraoperative reproductive tract injury - Vulva","90030950"
"SYNDROMES","Retinoic acid syndrome",,"Retinoic acid syndrome","10038921"
"SYNDROMES","Alcohol intolerance syndrome (antabuse-like syndrome)",,"Alcohol intolerance","10001598"
"SYNDROMES","Cytokine release syndrome/acute infusion reaction",,"Cytokine release syndrome","10052015"
"SYNDROMES","Flu-like syndrome",,"Flu-like symptoms","10016797"
"SYNDROMES","Syndromes - Other (Specify, __)",,"Ill-defined disorder","10061520"
"SYNDROMES","Tumor flare",,"Tumor flare","10045150"
"SYNDROMES","Tumor lysis syndrome",,"Tumor lysis syndrome","10045152"
"VASCULAR","Acute vascular leak syndrome",,"Capillary leak syndrome","10007196"
"VASCULAR","Peripheral arterial ischemia",,"Peripheral ischemia","10034578"
"VASCULAR","Phlebitis (including superficial thrombosis)",,"Phlebitis superficial","10034902"
"VASCULAR","Portal vein flow",,"Portal hypertension","10036200"
"VASCULAR","Thrombosis/embolism (vascular access-related)",,"Vascular access complication","10062169"
"VASCULAR","Thrombosis/thrombus/embolism",,"Thrombosis","10043607"
"VASCULAR","Vascular - Other (Specify, __)",,"Vascular disorder","10047059"
"VASCULAR","Vessel injury-artery","Aorta","Aortic injury","10002899"
"VASCULAR","Vessel injury-artery","Carotid","Injury to carotid artery","10022161"
"VASCULAR","Vessel injury-artery","Extremity-lower","Arterial injury - Extremity-lower","90030960"
"VASCULAR","Vessel injury-artery","Extremity-upper","Arterial injury - Extremity-upper","90030962"
"VASCULAR","Vessel injury-artery","Other NOS","Arterial injury","10003162"
"VASCULAR","Vessel injury-artery","Visceral","Arterial injury - Visceral","90030966"
"VASCULAR","Vessel injury-vein","Extremity-lower","Venous injury - Extremity-lower","90030968"
"VASCULAR","Vessel injury-vein","Extremity-upper","Venous injury - Extremity-upper","90030970"
"VASCULAR","Vessel injury-vein","IVC","Injury to inferior vena cava","10022213"
"VASCULAR","Vessel injury-vein","Jugular","Injury to jugular vein","10065849"
"VASCULAR","Vessel injury-vein","Other NOS","Venous injury","10047228"
"VASCULAR","Vessel injury-vein","SVC","Injury to superior vena cava","10022356"
"VASCULAR","Vessel injury-vein","Viscera","Venous injury - Viscera","90030980"
"VASCULAR","Visceral arterial ischemia (non-myocardial)",,"Visceral arterial ischemia","10054692"
